address,area,city,guest_recommendation,hotel_facilities,hotel_star_rating,latitude,longitude,property_name,property_type,site_review_count,site_review_rating,site_stay_review_rating,state,uniq_id,average_price
"Napier Town Jabalpur, Nagrath Square, Near Income Tax Office, Jabalpur - 482001",Nagrath Square,Jabalpur,33.0,"Banquet Facilities|Bar / Lounge |Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Power Backup|Wedding Services Facility|Wake-up Call / Service|Coffee Shop / Cafe|Conference Facility |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Open Air Restaurant / Dining |Car Rental|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|Air / Rail Booking|STD / ISD|RO Water Purification System",3,23.1626252,79.9417411,Hotel Prestige Princess,Hotel,27.0,2.5,Service Quality::2.4|Amenities::2.4|Food and Drinks::2.9|Value for Money::2.5|Location::2.9|Cleanliness::3.0,Madhya Pradesh,b718f471a67ced375fab7018bc898f64,4000
"Main Road, Waidhan,district. Singrauli - 486886","Vindhyanagar - Waidhan Rd, Waidhan",Singrauli,,"Airport Transfer Available / Surcharge|Business Center |Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Valet service|Major Credit Cards Accepted|Power Backup|Gardens|ATM / Banking|Pick Up and Drop (Rly Station, Bus Stand, Temple)| Drivers Rest Room|Internet Access Free|Family Room|Party hall|Outdoor Parking - Secured|Parking Facility|Room Service|CCTV|Pest Control Facility|Public Restrooms|Suites",3,24.0670458705,82.6347031546,Hotel Rajkamal,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Madhya Pradesh,1ec883d5736c7e083b581e5095a8c309,4000
Dharmalayam Road,Vaniya Street,Thiruvananthapuram,,Doctor on Call|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Room Service (24 Hours),0,8.4916527439,76.9478626294,Hotel Prathiba Heritage,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,1335489c82cf1ed9517d283bf9dfd13d,800
"Premdan Chowk, Gaikwad Complex, Savedi, Ahmednagar.",Premdan Chowk,Ahmadnagar,,Laundry Service Available|Parking Facilities Available|Front Desk|24 Hour Front Desk|Car Rental|Newspapers In Lobby|Parking Facility|Room Service,0,19.1241695,74.7399301,Hotel Pooja Palace,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,30ffdb5f268b697128150cc4038f57d0,800
Near Tarikhana Chowraha Opp Chaddha Compalex G M D Road,Gmd Road Opposite To Chaddha Complex,Moradabad,88.0,Banquet Facilities|Business Center |Doctor on Call|Gift Shop |Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Power Backup|Wake-up Call / Service|ATM / Banking|Taxi Services|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|Air / Rail Booking|Internet / Fax (Reception area only)|Parking Facility|Room Service|CCTV|Suites,2,28.8365927,78.7674363,Hotel Pratiksha,Hotel,118.0,3.9,Service Quality::4.0|Amenities::3.9|Food and Drinks::4.2|Value for Money::4.1|Location::3.9|Cleanliness::4.2,Uttar Pradesh,b9f6236541769ec344ceb0eee16bb007,2600
"No 1, Perumal Tank West Street, Town Hall road, Madurai 625001.",Madurai Main,Madurai,87.0,Airport Transfer Available / Surcharge|Business Center |Gift Shop |Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Taxi Services|Internet Access Free|Room Service (24 Hours)|Parking Facility,2,9.9175802324,78.1137183015,Hotel Padmam,Hotel,94.0,3.6,Service Quality::3.5|Amenities::3.4|Food and Drinks::3.5|Value for Money::3.7|Location::3.8|Cleanliness::3.8,Tamil Nadu,2561b2b18376fb8eee4b5e5dd1aa00ae,2600
"Main Agra Chowk, D M Road, Palwal Ho, Palwal - 121102",Main Agra Chowk,Palwal,,Doctor on Call|Dry Cleaning|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk,0,28.1487362,77.3320262,Hotel Posh,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Haryana,cb7578898f5d42bc333f9d29a243726c,800
"Cantt Road, Just 0.5 KM away from Main market Dharamshala(Kotwali Bazar ) and 1.5 kms from I.S.B.T.",Kangra Valley,Dharmsala,79.0,Airport Transfer Available / Surcharge|Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Gardens|ATM / Banking|Express Laundry|Taxi Services|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,3,32.2062722,76.3250307,Hotel Pong View,Hotel,279.0,4.1,Service Quality::4.1|Amenities::4.0|Food and Drinks::4.3|Value for Money::4.1|Location::4.2|Cleanliness::4.3,Himachal Pradesh,eb7553e5fa716f476f11e9b05bf87f8d,4000
"Imli Mohalla, Ajmer Ho, Ajmer - 305001, Near Dargah Sharif",Others,Ajmer,,Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Banquet Facilities|Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Doorman|Power Backup|Room Service (24 Hours)|Outdoor Parking - Secured|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,0,26.4498954,74.6399163,Hotel Peerzada Palace,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Rajasthan,4aeda1d0822f47f1c506339c07d8a1ce,800
"near krishna vihar colony, jindal road",Jagatpur,Raigarh,95.0,"Ballroom|Banquet Facilities|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Hookah Lounge|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Catering|Wake-up Call / Service|Fitness Equipment|Suitable For Children|Separate Sitting Area|Grocery|Wheelchair Accessibility - Room|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Transfers Available|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Car Rental|Express Laundry|Oxygen Cylinder (on request)|Taxi Services|City Shuttle Service|Food Facility|Internet Access Free|Newspapers In Lobby|Voicemail|Party hall|Air / Rail Booking|Baggage Room|Courier Service|RO Water Purification System|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Security at All Hotel Entrances",2,21.9138446638,83.3832694276,Hotel Pink Pearl,Hotel,226.0,4.6,Service Quality::4.6|Amenities::4.6|Food and Drinks::4.4|Value for Money::4.6|Location::4.5|Cleanliness::4.6,Chhattisgarh,b65d752ba05baa662056a489b90e2a74,2600
"Opp. Polo Ground,",Polo Ground Area,Mount Abu,50.0,Doctor on Call|Parking Facilities Available|Front Desk|24 Hour Front Desk,0,24.5889736417,72.7129005096,Hotel Polo View,Hotel,2.0,3.0,Service Quality::3.0|Amenities::3.0|Food and Drinks::1.0|Value for Money::3.0|Location::3.0|Cleanliness::1.0,Rajasthan,849820dfc382ddda8111c4cf345bec78,800
1-1-147/1 S.D Road Secunderabad,S.D Road,Secunderabad,100.0,Parking Facilities Available|Food Facility|Outdoor Parking - Secured|Parking Facility|Public Restrooms,0,15.9128998,79.7399875,Hotel Padmini,Hotel,1.0,5.0,Service Quality::1.0|Amenities::1.0|Food and Drinks::5.0|Value for Money::1.0|Location::1.0|Cleanliness::5.0,Andhra Pradesh,b2700638f61e2a100022a107a9eafe05,800
"8913,, Gali Number 2, Multani Dhanda, Paharganj, New Delhi, Delhi 110055",Paharganj,Delhi,,Front Desk|Parking Facility|Internet Access|Room Service|Public Restrooms,0,28.6461554,77.2112032,Hotel Radha Krishna,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Delhi,c2c91e52e4024e03fadfad3365b5156f,800
"Near Dargah shariff,Main market Nalabazar,Dargah Road",Dargah Road,Ajmer,,Doctor on Call|24 Hour Front Desk|Family Room|RO Water Purification System,1,26.4573881,74.6301216,Hotel Raahat Palace,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Rajasthan,e13d54d3bd1ecd5d66f71d48b1de5ad8,1500
"Opposite Amar Ashram, Polo Ground, Patiala, Punjab-147001","Railway Station Area, Gurdwara Road",Patiala,50.0,,3,30.3397809,76.3868797,Hotel Polo Club,Hotel,2.0,3.0,Service Quality::3.0|Amenities::3.5|Food and Drinks::5.0|Value for Money::3.0|Location::4.0|Cleanliness::5.0,Punjab,a1918879999a1174cdb555d8474464bd,4000
"The Mall Road,",The Mall,Mussoorie,100.0,Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Power Backup|Gardens|Internet Access Free|Outdoor Parking - Secured|Parking Facility|Room Service|Public Restrooms,0,30.4590185,78.0717043,"Hotel Pioneer, Mussoorie",Hotel,12.0,3.6,Service Quality::3.5|Amenities::3.3|Food and Drinks::3.9|Value for Money::3.3|Location::3.2|Cleanliness::4.2,Uttarakhand,84651f4841e9f356cca6401b600c19ab,800
"114-115,West Perumal Maistry street",Madurai Junction,Madurai,83.0,Bar / Lounge |Laundry Service Available|Lift / Elevator|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Open Air Restaurant / Dining |Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Restaurant,2,9.9217202998,78.1124457461,Hotel Park Plaza,Hotel,67.0,3.8,Service Quality::3.8|Amenities::3.8|Food and Drinks::4.0|Value for Money::3.9|Location::4.1|Cleanliness::4.1,Tamil Nadu,e0e8576312dab18cbf712340006a1c1c,2600
V.P.O. Naggar,Naggar Road,Manali,90.0,Doctor on Call|Dry Cleaning|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant,0,32.1112865,77.1631569,Hotel Ragini,Hotel,10.0,4.1,Service Quality::4.1|Amenities::4.0|Food and Drinks::4.0|Value for Money::4.1|Location::3.9|Cleanliness::4.0,Himachal Pradesh,3e4feb889d5f321384e06067e2cbf2da,800
"Badrinath Road, Tapovan, Rishikesh",Laxman Jhula Area,Rishikesh,,Business Center |Concierge|Doctor on Call|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Gardens|Internet Access Free|Parking Facility|Room Service,0,30.1319199159,78.32491654,Hotel Raj Mahal,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttarakhand,088f59d7089742428e96353a3267e471,800
"Near Railway Phatak, Rajnagar, Bijainagar, District- Ajmer, Bijainagar, Ajmer - 305624",Others,Ajmer,,Doctor on Call|Parking Facilities Available|Front Desk|Room Service|First-Aid Kit at Front Desk,0,26.4498954,74.6399163,Hotel Premdeep,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Rajasthan,e41690d85b08ad997e1622e4535143c9,800
"Forest Bunglow Road,Khadal Gobra Behind Digha Police Station",Old Digha,Digha,83.0,Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Catering|Wake-up Call / Service|Conference Facility |Discotheque |Vegetarian Food / Jain Food Available|Car Rental|Express Laundry|Taxi Services|Food Facility|Room Service (24 Hours)|Air / Rail Booking|Parking Facility,3,21.624981523,87.5205743242,Hotel Parijayee,Hotel,159.0,4.2,Service Quality::4.2|Amenities::4.2|Food and Drinks::4.4|Value for Money::4.3|Location::3.6|Cleanliness::4.4,West Bengal,d0384fd07eca1c46d81516f9ceef510f,4000
Middle Pelling,Middle Pelling,Pelling,60.0,Doctor on Call|Laundry Service Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Food Facility|Room Service (24 Hours)| Cook Services|Parking Facility,0,27.3019861,88.2383218,Hotel Paradzong,Hotel,5.0,3.1,Service Quality::3.1|Amenities::3.1|Food and Drinks::3.7|Value for Money::3.1|Location::3.1|Cleanliness::3.7,Sikkim,d8eac8fb0c526c7deb6969f3157fcd1b,800
"Opp. Shani Mandir,  Dudhadhari chowk,  Bhopatwala, Haridwar",Bhoopatwala,Haridwar,44.0,Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Wake-up Call / Service|Smoking Rooms|Massage Services |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Taxi Services| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Air / Rail Booking|Courier Service|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Public Restrooms,0,29.9812563,78.1828833,Hotel Paradise,Hotel,9.0,2.8,Service Quality::2.6|Amenities::2.5|Food and Drinks::5.0|Value for Money::2.8|Location::3.1|Cleanliness::5.0,Uttarakhand,ecd6a71ab756c8c60b353f67c3560cb3,800
"Near Sainik School, Bhilwara Road, Chittorgarh, Rajasthan",Bhilwara Road,Chittorgarh,53.0,Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Power Backup|Gardens|Conference Facility |Horse Ride ( Chargeable ) |Car Rental|Food Facility|Internet Access Free|Newspapers In Lobby|Children's Park|Room Service (24 Hours)|Parking Facility|Suites,3,24.9040516379,74.6228875576,Hotel Padmini,Hotel,26.0,3.4,Service Quality::3.2|Amenities::3.4|Food and Drinks::3.0|Value for Money::3.5|Location::3.7|Cleanliness::3.0,Rajasthan,8286ca905ae4e9c765341d35427a9c48,4000
"63/A,LADEN LA ROAD",Gandhi Road,Darjeeling,0.0,Doctor on Call|Laundry Service Available|Lobby|Front Desk|Newspapers In Lobby,0,27.0403083,88.2641766,Hotel Raj Palace,Hotel,1.0,5.0,Service Quality::5.0|Amenities::5.0|Food and Drinks::5.0|Value for Money::5.0|Location::5.0|Cleanliness::5.0,West Bengal,34b1c7abb60c177a8b20247017d8acf1,800
"No.12 A, Covai Road.",Old By Pass Road,Karur,76.0,Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Banquet Facilities|Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Catering|Wake-up Call / Service|Conference Facility |Disabled Friendly Rooms|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Board Room|Internet Access Free|Newspapers In Lobby| Cook Services|Air / Rail Booking|Baggage Room|Courier Service,3,10.95,78.0833,Hotel PLA Amrith Inn,Hotel,38.0,3.7,Service Quality::3.4|Amenities::3.5|Food and Drinks::4.0|Value for Money::3.8|Location::3.8|Cleanliness::4.2,Tamil Nadu,6c408ce0f7194b539476e074345bb90f,4000
"Bannimantap main road, Near Highway Circle, Bannimantap Extension",Bus Stand/Railway Station Area,Mysore,83.0,Laundry Service Available|Lobby|Power Backup|Transfers Available|Food Facility,2,12.3313915,76.6469808,Hotel Presidency,Hotel,131.0,3.4,Service Quality::3.1|Amenities::3.1|Food and Drinks::3.4|Value for Money::3.6|Location::3.3|Cleanliness::3.7,Karnataka,d9e81ecb63cf723b03d331679e8fcbde,2600
"Old Commissioner Compound, Ranchi",Old Commissioner Compound,Ranchi,,,0,23.3674556,85.319789,Hotel Paul Siddhartha,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Jharkhand,297a1940d8895bcffb7d8902e82691b3,800
"Uttam Palace, 3, Sapru Marg, Lucknow",Hazratganj,Lucknow,,Doctor on Call|Front Desk|Parking Facility|Restaurant|Room Service,0,26.8533837,80.9469616,Hotel Presidency INN,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttar Pradesh,55460cba04f93e20db00a9952e597b75,800
Parade Kothi Cantt,Cantt Railway Station,Varanasi,72.0,Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Secretarial Services|24 Hour Front Desk|Medical Assistance Available|Power Backup|Gardens|Wake-up Call / Service|Conference Facility |Fax Machine|Cell Phone Rental|Massage Services |Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Taxi Services|Internet Access Free|Newspapers In Lobby|Party hall|Air / Rail Booking|Guide / Sightseeing Service|Parking Facility|Room Service|Fire Safety|CCTV,2,25.3176452,82.9739144,Hotel Pratap Palace,Hotel,25.0,3.4,Service Quality::3.3|Amenities::3.3|Food and Drinks::3.0|Value for Money::3.2|Location::3.6|Cleanliness::3.0,Uttar Pradesh,acaa6f280c8934c5a08c83ac94e3c92a,2600
"Jetalpur Bridge, Orient Business Center, Opposite Suraj Plaza, Sayajiganj, Vadodara",Sayaji Gunj,Vadodara,,Doctor on Call|Parking Facilities Available|Front Desk|24 Hour Front Desk|Smoking Area |Parking Facility|Fire Safety|First-Aid Kit at Front Desk|Public Restrooms,0,22.3071588,73.1812187,Hotel Radiant,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Gujarat,ac8fa87b1698257e99dbc75d73d618f2,800
"No.5, Lake View Road,  ( Opp .Apollo Hospital) K.K.Nagar,  Madurai",Vandiyur Lake Area,Madurai,85.0,Banquet Facilities|Currency Exchange|Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Power Backup|Conference Facility |Room Service (24 Hours)|Internet / Fax (Reception area only)|Parking Facility,2,9.9290296,78.1486954,Hotel Rajadhane,Hotel,224.0,4.3,Service Quality::4.2|Amenities::4.2|Food and Drinks::4.2|Value for Money::4.3|Location::4.3|Cleanliness::4.5,Tamil Nadu,0e3079486000989bc80db4229ce85504,2600
"SCO no 1092-93, Sector 22 B",Sector 22,Chandigarh,80.0,"Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Welcome Drinks|Kitchen available (home cook food on request)|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Room Service (24 Hours)",2,30.73195267,76.77706146,Hotel Punjab Palace,Hotel,236.0,3.7,Service Quality::3.7|Amenities::3.6|Food and Drinks::4.1|Value for Money::3.8|Location::4.0|Cleanliness::4.2,Punjab,56add72a7dd3d6e89095ac964d127a0e,2600
